"Date","State","City","Summary","time","altitude","reporter","relative_location","evasive_action","disposition","report_type"
2025-05-15,"NEW YORK","NEW YORK","PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1843E/NEW YORK TRACON ADVISED, CRJ9, MONTREAL, CANADA (CYUL) - LGA, REPORTED A RED AND WHITE UAS WHILE SW BOUND AT 3,000 FEET 15 SW LGA. NO EVASIVE ACTION TAKEN. NEW YORK PD AVIATION UNIT NOTIFIED.","1843E","000 FEET","LGA","15 SW LGA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-15,"ARIZONA","PHOENIX","PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1659M/DEER VALLY ATCT ADVISED, PIPER P28A, REPORTED A SILVER UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 2,500 FEET .75 W DVT. NO EVASIVE ACTION TAKEN. PHOENIX PD NOTIFIED.","1659M","500 FEET",NA,"75 W DVT","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-16,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0823C/O HARE ATCT ADVISED, BCS1, LGA - ORD, OBSERVED A RED AND WHITE UAS WHILE W BOUND AT 3,500 FEET 10 E ORD. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOT NOTIFIED. WOC RA/JG","0823C","500 FEET",NA,"10 E ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-16,"COLORADO","DENVER","PRELIM INFO FROM FAA OPS: /UAS SIGHTING/1109E/CENTENNIAL ATCT ADVISED, PIPER P28A, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 7,200 FEET VCNTY APA. NO EVASIVE ACTION TAKEN. DOUGLAS COUNTY SHERIFF NOTIFIED.","1109E","200 FEET",NA,". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-17,"FLORIDA","ORLANDO","PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1033E/ORLANDO ATCT ADVISED, B737, GRR - MCO, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 900 FEET 2 S MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.","1033E","900 FEET","MCO","2 S MCO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-17,"NORTH CAROLINA","CHARLOTTE","PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1227E/CHARLOTTE ATCT ADVISED, CESSNA C172, REPORTED A BLACK UAS WHILE SE BOUND AT 3,200 FEET 14 SE CLT. NO EVASIVE ACTION TAKEN. CMPD NOTIFIED.","1227E","200 FEET",NA,"14 SE CLT","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-17,"FLORIDA","TAMPA","PRELIM INFO FROM FAA OPS: TAMPA, FL/UAS SIGHTING/1408E/TAMPA ATCT ADVISED, B38M, HAVANA, CUBA (MUHA) - TPA, REPORTED UAS FROM THE 11 O'CLOCK POSITION WHILE SW BOUND AT 2,000 FEET 9 NNW TPA. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.","1408E","000 FEET","TPA","9 NNW TPA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-17,"NEW YORK","NEW YORK","PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1755E/LAGUARDIA ATCT ADVISED, B738, LGA - BNA, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 2,400 FEET 3 S LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED.","1755E","400 FEET","BNA","3 S LGA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-17,"COLORADO","DENVER","PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1557M/DENVER TRACON ADVISED, C172, BJC - BJC, REPORTED A UAS 200 FEET BELOW ACFT WHILE S BOUND AT 8,800 FEET 4 SSE BJC. NO EVASIVE ACTION TAKEN. LEO NOTIFICATIN NOT REPORTED. WOC JE/AJ","1557M","200 FEET","BJC","4 SSE BJC","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-18,"NORTH CAROLINA","RALEIGH/DURHAM","PRELIM INFO FROM FAA OPS: RALEIGH-DURHAM, NC/UAS SIGHTING/1141E/RALEIGH ATCT ADVISED, PIPER P28A, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 2,500 FEET 11 ESE RDU. NO EVASIVE ACTION TAKEN. WAKE COUNTY SHERIFF NOTIFIED.","1141E","500 FEET",NA,"11 ESE RDU","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-18,"TEXAS","DALLAS-FORT WORTH","PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS SIGHTING/1051C/DALLAS TRACON ADVISED, CRJ7, CLL - DFW, OBSERVED A UAS AT THE 12 O'CLOCK POSITION WHILE N BOUND AT 8,000 FEET 13 NE DFW. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.","1051C","000 FEET",NA,"13 NE DFW","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-18,"CALIFORNIA","BURBANK","PRELIM INFO FROM FAA OPS: BURBANK, CA/UAS SIGHTING/1245P/BURBANK ATCT ADVISED, CESSNA C750, LGB - BUR, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE E BOUND AT 1,600 FEET 2 W BUR. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED. WOC MC/KC","1245P","600 FEET","BUR","2 W BUR","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-18,"GEORGIA","ATLANTA","PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1651E/ATLANTA ARTCC ADVISED, CESSNA C525, PDK - LYH, OBSERVED A SILVER UAS AT THE 9 O'CLOCK POSITION WHILE E BOUND AT 13,000 FEET 45 E ATL. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFICATION NOT REPORTED. WOC RA/JW","1651E","000 FEET",NA,"45 E ATL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-18,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1700C/CHICAGO TRACON ADVISED, BCS1, LGA - ORD, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 7,000 FEET 5 N ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.","1700C","000 FEET","ORD","5 N ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-18,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1700C/CHICAGO TRACON ADVISED, BCS1, LGA - ORD, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 7,000 FEET 5 N ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.","1700C","000 FEET","ORD","5 N ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-18,"NEW YORK","DEER PARK","PRELIM INFO FROM FAA OPS: DEER PARK, NY/UAS SIGHTING/1828E/BOSTON ARTCC ADVISED, B789, JFK - PARIS, FRANCE (LFPG), REPORTED A UAS WHILE ENE BOUND AT 12,000 FEET 15 DEER PARK VOR (DPK). NO EVASIVE ACTION TAKEN. SUFFOLK COUNTY PD AVIATION UNIT NOTIFIED.","1828E","000 FEET",NA,". SUFFOLK","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-18,"WASHINGTON","SEATTLE","PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/2315P/SEATLLE ARTCC ADVISED, CIRRUS SR22, BAM - BFI, REPORTED A UAS FROM THE 12 O'CLOCK POSITION AT SAME ALTITUDE WHILE NNW BOUND AT 12,000 FEET 46 NNE PDX. EVASIVE ACTION TAKEN BY  TO AVOID LOSS OF SEPN. SKAMANIA COUNTY SHERIFF NOTIFIED.","2315P","000 FEET","BFI","46 NNE PDX","EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-19,"MARYLAND","CAMP SPRINGS","PRELIM INFO FROM FAA OPS: CAMP SPRINGS, MD/UAS SIGHTING/0848E/ANDREWS AFB ATCT ADVISED, GULFSTREAM GLF5, SBN - ADW, OBSERVED A STATIONARY BLACK-WHITE-SILVER UAS FROM 200 FEET ABOVE ACFT WHILE N BOUND AT 800 FEET 2 S ADW. NO EVASIVE ACTION TAKEN. NO IMPACT TO ATC OPERATIONS. BASE DEFENSE OPERATIONS CENTER NOTIFICATION NUMBER NOT PROVIDED. WOC RC/RL","0848E","200 FEET",NA,"2 S ADW","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-19,"ARIZONA","MESA","PRELIM INFO FROM FAA OPS: MESA, AZ/UAS SIGHTING/0905M/FALCON ATCT ADVISED, CESSNA C172, REPORTED A UAS AT THE 9 O'CLOCK POSITION WHILE S BOUND AT 3,500 FEET 2 S FFZ. NO EVASIVE ACTION TAKEN. MESA PD NOTIFIED.","0905M","500 FEET",NA,"2 S FFZ","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-19,"FLORIDA","ORLANDO","PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1434E/CENTRAL FLORIDA TRACON ADVISED, A320, LGA - MCO, REPORTED A BLACK UAS WHILE S BOUND AT 6,000 FEET 15 NNE ORLANDO VORTAC (ORL). NO EVASIVE ACTIONS TAKEN. ORLANDO PD AVIATION UNIT NOTIFIED.","1434E","000 FEET","MCO","15 NNE ORLANDO",NA,NA,"PRELIM INFO"
2025-05-19,"CALIFORNIA","RIVERSIDE","PRELIM INFO FROM FAA OPS: RIVERSIDE, CA/UAS SIGHTING/1722P/SOCAL TRACON ADVISED, CESSNA C172, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE WNW BOUND AT 6,000 FEET 3.5 NE HOMELAND VOR (HDF). NO EVASIVE ACTION REPORTED. RIVERSIDE COUNTY SHERIFF NOTIFIED.","1722P","000 FEET",NA,"3.5 NE HOMELAND",NA,NA,"PRELIM INFO"
2025-05-20,"RHODE ISLAND","PROVIDENCE","PRELIM INFO FROM FAA OPS: PROVIDENCE, RI/UAS SIGHTING/0009E/BOSTON ARTCC ADVISED, A320, JFK - BOS, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE NE BOUND AT 13,000 FEET VCNTY PVD. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MA/JA","0009E","000 FEET","BOS",". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-19,"CALIFORNIA","LOS ANGELES","PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/2125P/LOS ANGELES ATCT ADVISED, CRJ7, SEA - LAX, REPORTED UAS FROM THE 3 O'CLOCK POSITION WHILE WSW BOUND AT 1,300 FEET 6 ENE LAX. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC JR/JA","2125P","300 FEET","LAX","6 ENE LAX","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-20,"FLORIDA","FORT MYERS","PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1020E/FORT MYERS ATCT ADVISED, CESSNA C182, REPORTED A UAS 200 FEET BELOW WHILE SE BOUND AT 5,000 FEET 15 NNW RSW. NO EVASIVE ACTIONS TAKEN. LEE COUNTY SHERIFF NOTIFIED.","1020E","200 FEET",NA,"15 NNW RSW",NA,NA,"PRELIM INFO"
2025-05-20,"FLORIDA","FORT LAUDERDALE","PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1037E/MIA ATCT ADVISED, EXPERIMENTAL VAN'S RV10, REPORTED RED UAS WHILE S BOUND AT 2,500 FEET 4.5 N FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.","1037E","500 FEET",NA,"4.5 N FLL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-20,"FLORIDA","FORT LAUDERDALE","PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/LATE REPORT - 1056E/MIAMI ATCT ADVISED, A20N, FLL - GUATEMALA CITY, GUATEMALA (MGGT), REPORTED UAS WHILE W BOUND AT 7,100 FEET 11.5 N FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.","1056E","100 FEET",NA,"11.5 N FLL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-20,"TEXAS","DALLAS","PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS SIGHTING/1004C/ADDISON ATCT ADVISED, PIPER P28A, ADS - ADS, REPORTED A BLACK UAS AT 50 FEET SE APPROACH END OF RUNWAY 34 ADS. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.","1004C","50 FEET","ADS",". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-20,"NEVADA","LAS VEGAS","PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/1055P/LAS VEGAS TRACON ADVISED, EMBRAER E35L, LAS - ISP, REPORTED UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 11,000 FEET 8 NNE LAS. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MO/RL","1055P","000 FEET","ISP","8 NNE LAS","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-20,"FLORIDA","ST PETERSBURG-CLEARWATER","PRELIM INFO FROM FAA OPS: ST PETERSBURG-CLEARWATER, FL/UAS SIGHTING/1428E/ST PETERSBURG ATCT ADVISED, BOMBARDIER CL60, REPORTED WHITE UAS WHILE S BOUND AT 1,000 FEET 4 N PIE. NO EVASIVE ACTION TAKEN. LEOS NOTIFIED.","1428E","000 FEET",NA,"4 N PIE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-20,"MARYLAND","SALISBURY","PRELIM INFO FROM FAA OPS: SALISBURY, MD/UAS SIGHTING/1452E/SALISBURY ATCT ADVISED, CESSNA C172, REPORTED RED AND WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE NNW BOUND AT 1,000 FEET VCNTY SLB. NO EVASIVE ACTION TAKEN. SALISBURY PD NOTIFIED.","1452E","000 FEET",NA,". NO","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-20,"CALIFORNIA","LIVERMORE","PRELIM INFO FROM FAA OPS: LIVERMORE, CA/UAS SIGHTING/1334P/LIVERMORE ATCT ADVISED, CESSNA C172, REPORTED A UAS AT THE 11 O'CLOCK POSITION WHILE ENE BOUND AT 2,500 FEET 4 NE LVK. NO EVASIVE ACTION TAKEN. LIVERMORE PD NOTIFIED.","1334P","500 FEET",NA,"4 NE LVK","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-21,"MISSISSIPPI","JACKSON","PRELIM INFO FROM FAA OPS: JACKSON, MS/UAS SIGHTING/0857C/JACKSON ATCT ADVISED, CESSNA C172, REPORTED A BLUE UAS FROM THE 9 O'CLOCK POSITION WHILE SSE BOUND AT 13,000 FEET VCNTY HKS. NO EVASIVE ACTION TAKEN. JACKSON PD NOTIFIED.","0857C","000 FEET",NA,". NO","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-21,"FLORIDA","FORT MYERS","PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1035E/FORT MYERS ATCT ADVISED, B739, IAD - RSW, REPORTED BROWN UAS FROM THE 12 O'CLOCK POSITION WHILE SW BOUND AT 1,000 FEET 4 ENE RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.","1035E","000 FEET","RSW","4 ENE RSW","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-21,"FLORIDA","FORT MYERS","PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1053E/FORT MYERS ATCT ADVISED, B738, BNA - RSW, REPORTED BLACK AND WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 1,500 FEET 5 ENE RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.","1053E","500 FEET","RSW","5 ENE RSW","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-21,"FLORIDA","MIAMI","PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/LATE REPORT - 1208E/OPA LOCKA ATCT ADVISED, CONVAIR CVLT, OPF - NASSAU, BAHAMAS (MYNN), REPORTED UAS FROM THE 2 O'CLOCK POSITION WHILE W BOUND AT 1,000 FEET 3 E OPF. NO EVASIVE ACTION TAKEN. LEOS NOTIFIED.","1208E","000 FEET",NA,"3 E OPF","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-21,"FLORIDA","MIAMI","PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1302E/MIAMI ATCT ADVISED, B38M, MIA - COMAYAGUA, HONDURAS (MHPR), REPORTED BLACK UAS AT 50 FEET SOUTH SIDE APPROACH END RUNWAY 26 MIA. NO EVASIVE ACTION TAKEN. LEOS NOTIFIED.","1302E","50 FEET",NA,". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-21,"SOUTH CAROLINA","FLORENCE","PRELIM INFO FROM FAA OPS: FLORENCE, SC/UAS SIGHTING/1620E/FLORENCE ATCT ADVISED, PIPER P28A, MHP - UNKN, REPORTED UAS FROM THE 12 O'CLOCK POSITION WHILE NE BOUND AT 7,500 FEET 24 WSW FLO. NO EVASIVE ACTION TAKEN. LEOS NOTIFIED.","1620E","500 FEET","UNKN","24 WSW FLO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-21,"CALIFORNIA","LOS ANGELES","PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1439P/SOCAL TRACON ADVISED, B39M, PHX - LAX, REPORTED UAS FROM THE 11 O'CLOCK POSITION WHILE WSW BOUND AT 5,200 FEET 15 ENE LAX. NO EVASIVE ACTION TAKEN. ATTEMPTED TO CONTACT LAPD AIR DIVISION WITH NO RESPONSE. WOC JR/JA","1439P","200 FEET","LAX","15 ENE LAX","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-22,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0700C/CHICAGO MIDWAY ATCT ADVISED, DASSAULT FA7X, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION 200 FEET BELOW WHILE NW BOUND AT 1,200 FEET 2 SE MDW. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.","0700C","200 FEET",NA,"2 SE MDW","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-22,"COLORADO","DENVER","PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/0954M/DENVER TRACON ADVISED, A21N, EWR - SAN SALVADOR, EL SALVADOR (MSLP), REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE SW BOUND AT 7,000 FEET 19 N DEN. NO EVASIVE ACTION TAKEN. LEO INFORMATION NOT PROVIDED. WOC AJ/JE","0954M","000 FEET",NA,"19 N DEN","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-23,"FLORIDA","VERO BEACH","PRELIM INFO FROM FAA OPS: VERO BEACH, FL/UAS SIGHTING/LATE REPORT 1120E/VERO BEACH ATCT ADVISED, PIPER P32R, REPORTED A UAS 100 FEET BELOW WHILE WSW BOUND AT 1,500 FEET 5 NE TREASURE VORTAC (TRV). NO EVASIVE ACTION TAKEN. INDIAN RIVER SHERIFF NOTIFIED.","1120E","100 FEET",NA,"5 NE TREASURE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-23,"KENTUCKY","PRINCETON","PRELIM INFO FROM FAA OPS: PRINCETON, KY/UAS SIGHTING/1039C/SPRINGFIELD ATCT ADVISED, PIPER P28A, REPORTED UAS WHILE ON GROUND AT 2M0 AT 100 FEET NEAR RUNWAY 18. NO IMPACT TO ATC OPERATIONS. LAWRENCE COUNTY EMERGENCY SERVICES NOTIFIED.","1039C","100 FEET",NA,"18. NO",NA,NA,"PRELIM INFO"
2025-05-23,"VIRGINIA","LINDEN","PRELIM INFO FROM FAA OPS: LINDEN, VA/UAS SIGHTING/1109E/POTOMAC TRACON ADVISED, A20N, DFW - IAD, REPORTED A UAS 200 FEET ABOVE ACFT FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 6,300 FEET 10 E LINDEN VORTAC (LDN). NO EVASIVE ACTION TAKEN. FAUQUIER COUNTY SHERIFF NOTIFIED.","1109E","200 FEET","IAD","10 E LINDEN","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-23,"ARKANSAS","LITTLE ROCK","PRELIM INFO FROM FAA OPS: LITTLE ROCK, AR/UAS SIGHTING/1247C/LITTLE ROCK APCH ADVISED, CESSNA C525, REPORTED A BLACK UAS WHILE NE BOUND AT 2,000 FEET 4 W LIT. NO EVASIVE ACTION TAKEN. LITTLE ROCK PD NOTIFIED.","1247C","000 FEET",NA,"4 W LIT","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-23,"CALIFORNIA","SAN FRANCISCO","PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/1245P/NORCAL TRACON ADVISED, CESSNA C25B, REPORTED A UAS FROM THE 12 O'CLOCK POSITION 500 FEET ABOVE WHILE N BOUND AT 4,500 FEET 15 ESE SFO. NO EVASIVE ACTION TAKEN. PALO ALTO PD NOTIFIED.","1245P","500 FEET",NA,"15 ESE SFO","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-23,"WASHINGTON","TACOMA","PRELIM INFO FROM FAA OPS: TACOMA, WA/UAS SIGHTING/1331P/TACOMA NARROWS FCT ADVISED, BOMBARDIER CL60, REPORTED A WHITE UAS WHILE S BOUND AT 700 FEET 2 S TIW. NO EVASIVE ACTION TAKEN. SOUTH SOUND PD NOTIFIED.","1331P","700 FEET",NA,"2 S TIW","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-23,"FLORIDA","ORLANDO","PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1639E/SANFORD ATCT ADVISED, A319, LCK - SFB, REPORTED A BLACK UAS WHILE E BOUND AT 1,600 FEET 4 W SFB. NO EVASIVE ACTION TAKEN. SEMINOLE COUNTY SHERIFF NOTIFIED.","1639E","600 FEET","SFB","4 W SFB","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-23,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1725C/CHICAGO TRACON ADVISED, E135, ORD - OWB, REPORTED A WHITE UAS FROM THE 11 O'CLOCK POSITION WHILE W BOUND AT 7,000 FEET 11 S ORD. NO EVASIVE ACTION REPORTED. ARPT OPS NOTIFIED.","1725C","000 FEET","OWB","11 S ORD",NA,NA,"PRELIM INFO"
2025-05-23,"COLORADO","GREELEY","PRELIM INFO FROM FAA OPS: GREELEY, CO/UAS SIGHTING/1750M/DENVER ATCT ADVISED, B738, PUERTO VALLARTA, MEXICO (MMPR) - DEN, REPORTED UAS FROM THE 10 O'CLOCK POSITION WHILE NNW BOUND AT 5,900 FEET 37 S GXY. NO EVASIVE ACTION TAKEN. DPD NOTIFIED.","1750M","900 FEET","DEN","37 S GXY","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-23,"MARYLAND","BALTIMORE","PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS SIGHTING/2001E/MARTIN STATE FCT ADVISED, EUROCOPTER EC135, MTN - MTN, REPORTED UAS WHILE E BOUND AT 300 FEET 2 W MTN. NO EVASIVE ACTION TAKEN. BALTIMORE COUNTY NOTIFIED.","2001E","300 FEET","MTN","2 W MTN","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-24,"FLORIDA","DAYTONA BEACH","PRELIM INFO FROM FAA OPS: DAYTONA BEACH, FL/UAS SIGHTING/0929E/DAYTONA BEACH ATCT ADVISED, CESSNA C172, DAB - DAB, REPORTED UAS FROM THE 12 O'CLOCK POSITION WHILE NW BOUND AT 3,000 FEET 5 WNW DAB. NO EVASIVE ACTION TAKEN. VOLUSIA COUNTY SHERIFF NOTIFIED.","0929E","000 FEET","DAB","5 WNW DAB","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-24,"CONNECTICUT","HARTFORD","PRELIM INFO FROM FAA OPS: HARTFORD, CT/UAS SIGHTING/1155E/HARTFORD FCT ADVISED, PIPER P28A, REPORTED RED UAS FROM THE 3 O'CLOCK POSITION WHILE WNW BOUND AT 1,000 FEET 5 NNW HFD. NO EVASIVE ACTION TAKEN. WETHERSFIELD PD NOTIFIED.","1155E","000 FEET",NA,"5 NNW HFD","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-24,"UTAH","OGDEN","PRELIM INFO FROM FAA OPS: OGDEN, UT/UAS SIGHTING/LATE REPORT-1422M/SALT LAKE TRACON ADVISED, CESSNA C172, OGD - OGD, REPORTED A LARGE BLACK UAS 200 FEET BELOW WHILE NE BOUND AT 6,200 FEET 7 SW OGD. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED. WOC PM/MA","1422M","200 FEET","OGD","7 SW OGD",NA,NA,"PRELIM INFO"
2025-05-24,"TEXAS","GLADEWATER","PRELIM INFO FROM FAA OPS: GLADEWATER, TX/UAS SIGHTING/1530C/EASTEX ATCT ADVISED, CESSNA C172, REPORTED UAS FROM THE 12 O'CLOCK POSITION WHILE SE BOUND AT 1,500 FEET. NO EVASIVE ACTION TAKEN. GLADEWATER PD NOTIFIED.","1530C","500 FEET",NA,". NO","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-24,"TEXAS","GLADEWATER","CORRECTION INFO FROM FAA OPS (SIGTHING LOCATION): GLADEWATER, TX/UAS SIGHTING/1530C/EASTEX ATCT ADVISED, CESSNA C172, REPORTED UAS FROM THE 12 O'CLOCK POSITION WHILE SE BOUND AT 1,500 FEET VCNTY 07F. NO EVASIVE ACTION TAKEN. GLADEWATER PD NOTIFIED.","1530C","500 FEET",NA,". NO","NO EVASIVE ACTION TAKEN","PD NOTIFIED",NA
2025-05-24,"MISSISSIPPI","GULFPORT","PRELIM INFO FROM FAA OPS: GULFPORT, MS/UAS SIGHTING/1618C/HOUSTON ARTCC ADVISED, MOONEY M20T, REPORTED A WHITE UAS 1,000 FEET BELOW WHILE E BOUND AT 11,000 FEET 26 W GPT. NO EVASIVE ACTION TAKEN. HARRISON COUNTY SHERIFF NOTIFICATION NUMBER NOT PROVIDED. WOC RL/SW","1618C","000 FEET",NA,"26 W GPT","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
